"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"7083","Burglary","1800  Burnet Av","9/18/2015",1800,"BURNET AVE","1800  BURNET AV ",-76.1117140264728,43.0569350127581
"7084","Larceny","100  Norwood Av","9/18/2015",100,"NORWOOD AVE","100  NORWOOD AV ",-76.1106044232967,43.069471365943
"7085","Larceny","1000  W Genesee St","9/18/2015",1000,"W GENESEE ST","1000  W GENESEE ST ",-76.1705542199292,43.0536571231732
"7086","Larceny","200  Harding Pl","9/18/2015",200,"HARDING PL","200  HARDING PL ",-76.1401021605283,42.9935329920797
"7087","Larceny","800  Park St","9/18/2015",800,"PARK ST","800  PARK ST ",-76.1448676281207,43.0631901751405
"7088","Larceny","500  Arthur St","9/18/2015",500,"ARTHUR ST","500  ARTHUR ST ",-76.1770346579606,43.0327809628609
"7089","Larceny","900  James St","9/18/2015",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"7090","Robbery","900  E Colvin St","9/18/2015",900,"E COLVIN ST","900  E COLVIN ST ",-76.133453366198,43.0256928447831
"7091","Aggravated assault","700  Butternut St","9/17/2015",700,"BUTTERNUT ST","700  BUTTERNUT ST ",-76.1458238613387,43.0604360319664
"7092","Burglary","100  Blossom Rd","9/17/2015",100,"BLOSSOM RD","100  BLOSSOM RD ",-76.1056852654074,43.0443125572302
"7093","Larceny","1100  N State St","9/17/2015",1100,"N STATE ST","1100  N STATE ST ",-76.1553570059725,43.0612140379029
"7094","Larceny","200  S Clinton St","9/17/2015",200,"S CLINTON ST","200  S CLINTON ST ",-76.1535550165437,43.0496029898556
"7095","Larceny","3000  James St","9/17/2015",3000,"JAMES ST","3000  JAMES ST ",-76.1053298646345,43.0688974230543
"7096","Larceny","700  Erie Blvd E","9/17/2015",700,"ERIE BLVD E","700  ERIE BLVD E ",-76.1421134525655,43.0507832563481
"7097","Larceny","600  Park Av","9/17/2015",600,"PARK AVE","600  PARK AV ",-76.1661278243853,43.0520892623699
"7098","Larceny","100  Woodruff Av","9/17/2015",100,"WOODRUFF AVE","100  WOODRUFF AV ",-76.1376494411323,43.0684127246456
"7099","Larceny","200  S Clinton St","9/17/2015",200,"S CLINTON ST","200  S CLINTON ST ",-76.1535550165437,43.0496029898556
"7100","Robbery","0  Destiny Usa Dr","9/17/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7101","Aggravated assault","2100  E Fayette St","9/16/2015",2100,"E FAYETTE ST","2100  E FAYETTE ST ",-76.1137109828578,43.0482046425932
"7102","Aggravated assault","100  Dougall Av","9/16/2015",100,"DOUGALL AVE","100  DOUGALL AV ",-76.1405537134335,43.0261287816357
"7103","Arson","200  Delray Av","9/16/2015",200,"DELRAY AVE","200  DELRAY AV ",-76.1002636518928,43.0498972520022
"7104","Burglary","300  N Beech St","9/16/2015",300,"N BEECH ST","300  N BEECH ST ",-76.1275290479963,43.0527386321519
"7105","Burglary","700  Lemoyne Av","9/16/2015",700,"LEMOYNE AVE","700  LEMOYNE AV ",-76.1601953047291,43.0738933476189
"7106","Burglary","1200  W Onondaga St","9/16/2015",1200,"W ONONDAGA ST","1200  W ONONDAGA ST ",-76.1725106566568,43.0340335097892
"7107","Burglary","500  Lemoyne Av","9/16/2015",500,"LEMOYNE AVE","500  LEMOYNE AV ",-76.1619525341577,43.0715322224889
"7108","Burglary","200  Basin St","9/16/2015",200,"BASIN ST","200  BASIN ST ",-76.1555658655834,43.0614231765907
"7109","Larceny","300  Summit Av","9/16/2015",300,"SUMMIT AVE","300  SUMMIT AV ",-76.1660706170762,43.0303972423477
"7110","Larceny","4000  S Salina St","9/16/2015",4000,"S SALINA ST","4000  S SALINA ST ",-76.1423234062057,43.0097647136707
"7111","Larceny","700  First North St","9/16/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"7112","Larceny","300  Erie Blvd E","9/16/2015",300,"ERIE BLVD E","300  ERIE BLVD E ",-76.1493237189202,43.05087802022
"7113","Larceny","0  Destiny Usa Dr","9/16/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7114","Larceny","1400  N Salina St","9/16/2015",1400,"N SALINA ST","1400  N SALINA ST ",-76.1605990820305,43.0679871087858
"7115","Larceny","800  Lodi St","9/16/2015",800,"LODI ST","800  LODI ST ",-76.1403913695833,43.0563374389097
"7116","Larceny","1000  Oak St","9/16/2015",1000,"OAK ST","1000  OAK ST ",-76.1362435702939,43.0656112969401
"7117","Larceny","600  Erie Blvd W","9/16/2015",600,"ERIE BLVD W","600  ERIE BLVD W ",-76.1632223904283,43.0494178001431
"7118","Larceny","800  Ackerman Av","9/16/2015",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"7119","Larceny","300  Martin St","9/16/2015",300,"MARTIN ST","300  MARTIN ST ",-76.1514820060302,43.0814259698719
"7120","Larceny","300  Montgomery St","9/16/2015",300,"MONTGOMERY ST","300  MONTGOMERY ST ",-76.1493183522374,43.048652384225
"7121","Larceny","100  Columbia Av","9/16/2015",100,"COLUMBIA AVE","100  COLUMBIA AV ",-76.1681200457466,43.0226751940853
"7122","Larceny","700  Livingston Av","9/16/2015",700,"LIVINGSTON AVE","700  LIVINGSTON AV ",-76.1270706418628,43.0380439023348
"7123","Robbery","500  S Clinton St","9/16/2015",500,"S CLINTON ST","500  S CLINTON ST ",-76.1535701159911,43.0470632548416
"7124","Robbery","1000  S Salina St","9/16/2015",1000,"S SALINA ST","1000  S SALINA ST ",-76.1498408819002,43.0378929198195
"7125","Aggravated assault","2600  Midland Av","9/15/2015",2600,"MIDLAND AVE","2600  MIDLAND AV ",-76.1480640865731,43.0147858496745
"7126","Aggravated assault","700  Dewitt St","9/15/2015",700,"DEWITT ST","700  DEWITT ST ",-76.13422658129,43.0685676856082
"7127","Aggravated assault","200  State Fair Blvd","9/15/2015",200,"STATE FAIR BLVD","200  STATE FAIR BLVD ",-76.1808896394591,43.0535151989199
"7128","Aggravated assault","100  S Clinton St","9/15/2015",100,"S CLINTON ST","100  S CLINTON ST ",-76.1535425232873,43.0505451121208
"7129","Burglary","100  Blaine St","9/15/2015",100,"BLAINE ST","100  BLAINE ST ",-76.1523475513618,43.0332731245041
"7130","Burglary","200  Cleveland Av","9/15/2015",200,"CLEVELAND AVE","200  CLEVELAND AV ",-76.1459689872517,43.0692443096406
"7131","Burglary","1600  Bellevue Av","9/15/2015",1600,"BELLEVUE AVE","1600  BELLEVUE AV ",-76.180757881877,43.0326395155467
"7132","Larceny","600  Robinson St","9/15/2015",600,"ROBINSON ST","600  ROBINSON ST ",-76.1197628960492,43.0584967722302
"7133","Larceny","300  S Salina St","9/15/2015",300,"S SALINA ST","300  S SALINA ST ",-76.1522226474308,43.0486918177446
"7134","Larceny","1700  Caleb Av","9/15/2015",1700,"CALEB AVE","1700  CALEB AV ",-76.0927498583579,43.0627054552055
"7135","Larceny","0  Destiny Usa Dr","9/15/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7137","Larceny","0  Destiny Usa Dr","9/15/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7139","Larceny","200  W Willow St","9/15/2015",200,"W WILLOW ST","200  W WILLOW ST ",-76.1535054141816,43.0523782143337
"7141","Aggravated assault","100  Randall Av","9/14/2015",100,"RANDALL AVE","100  RANDALL AV ",-76.1569049536822,43.0231477921087
"7142","Burglary","4700  S Salina St","9/14/2015",4700,"S SALINA ST","4700  S SALINA ST ",-76.1428149431084,43.0020694967977
"7143","Burglary","300  Hatch St","9/14/2015",300,"HATCH ST","300  HATCH ST ",-76.1528973949385,43.0210135068689
"7144","Larceny","700  S Crouse Av","9/14/2015",700,"S CROUSE AVE","700  S CROUSE AV ",-76.136643799394,43.0426662880795
"7145","Larceny","500  Westcott St","9/14/2015",500,"WESTCOTT ST","500  WESTCOTT ST ",-76.1194024641246,43.0419788289784
"7146","Larceny","600  Butternut St","9/14/2015",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"7147","Larceny","500  South Av","9/14/2015",500,"SOUTH AVE","500  SOUTH AV ",-76.1588803058011,43.0344382780208
"7148","Larceny","200  W Calthrop Av","9/14/2015",200,"W CALTHROP AVE","200  W CALTHROP AV ",-76.1451272614013,43.0157356989055
"7149","Larceny","100  Darlington Rd","9/14/2015",100,"DARLINGTON RD","100  DARLINGTON RD ",-76.1362008416437,43.072416227938
"7150","Robbery","200  Essex St","9/14/2015",200,"ESSEX ST","200  ESSEX ST ",-76.1947692346768,43.0560264119297
"7151","Robbery","1300  Butternut St","9/14/2015",1300,"BUTTERNUT ST","1300  BUTTERNUT ST ",-76.1433296972061,43.068477148035
"7152","Vehicle theft","300  Pond St","9/14/2015",300,"POND ST","300  POND ST ",-76.1524225235205,43.06471088052
"7153","Aggravated assault","200  Seneca Dr","9/13/2015",200,"SENECA DR","200  SENECA DR ",-76.1397135520818,43.0043649272339
"7154","Burglary","100  Mclennan Av","9/13/2015",100,"MCLENNAN AVE","100  MCLENNAN AV ",-76.1467996987611,43.0287333080032
"7155","Burglary","2900  Midland Av","9/13/2015",2900,"MIDLAND AVE","2900  MIDLAND AV ",-76.1478173048625,43.0119395072163
"7156","Burglary","300  Catherine St","9/13/2015",300,"CATHERINE ST","300  CATHERINE ST ",-76.1420648335596,43.0533299362022
"7157","Burglary","100  Mather St","9/13/2015",100,"MATHER ST","100  MATHER ST ",-76.1285919897479,43.0524494910623
"7158","Larceny","700  E Brighton Av","9/13/2015",700,"E BRIGHTON AVE","700  E BRIGHTON AV ",-76.1329023298923,43.009462030514
"7159","Larceny","0  Destiny Usa Dr","9/13/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7160","Larceny","400  Park Av","9/13/2015",400,"PARK AVE","400  PARK AV ",-76.1631212799288,43.0520248088085
"7161","Robbery","800  N Alvord St","9/13/2015",800,"N ALVORD ST","800  N ALVORD ST ",-76.1557166554777,43.066045762007
"7162","Robbery","500  Teall Av","9/13/2015",500,"TEALL AVE","500  TEALL AV ",-76.1219501855883,43.0542655006579
"7163","Aggravated assault","1500  Teall Av","9/12/2015",1500,"TEALL AVE","1500  TEALL AV ",-76.1229521340694,43.0690741390099
"7164","Aggravated assault","0  Destiny Usa Dr","9/12/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7165","Burglary","200  Lakeview Av","9/12/2015",200,"LAKEVIEW AVE","200  LAKEVIEW AV ",-76.1776287080114,43.0503011341452
"7166","Burglary","100  Remington Av","9/12/2015",100,"REMINGTON AVE","100  REMINGTON AV ",-76.1332463586678,43.0185527267954
"7167","Larceny","700  Ostrom Av","9/12/2015",700,"OSTROM AVE","700  OSTROM AV ",-76.1284587518981,43.0393561910923
"7168","Larceny","1600  Lodi St","9/12/2015",1600,"LODI ST","1600  LODI ST ",-76.149414109935,43.0611966655902
"7169","Larceny","4100  S Salina St","9/12/2015",4100,"S SALINA ST","4100  S SALINA ST ",-76.1425438631157,43.0088377895103
"7170","Larceny","100  Neutral Ct","9/12/2015",100,"NEUTRAL CT","100  NEUTRAL CT ",-76.1493314352218,43.0645191462954
"7171","Larceny","0  Destiny Usa Dr","9/12/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7172","Larceny","600  Butternut St","9/12/2015",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"7173","Larceny","800  Park St","9/12/2015",800,"PARK ST","800  PARK ST ",-76.1448676281207,43.0631901751405
"7174","Larceny","200  W Fayette St","9/12/2015",200,"W FAYETTE ST","200  W FAYETTE ST ",-76.1535626752591,43.0486947955081
"7175","Larceny","700  First North St","9/12/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"7176","Larceny","3000  Erie Blvd E","9/12/2015",3000,"ERIE BLVD E","3000  ERIE BLVD E ",-76.0877120450084,43.0552291439686
"7177","Larceny","100  N Midler Av","9/12/2015",100,"N MIDLER AVE","100  N MIDLER AV ",-76.1053298646345,43.0688974230543
"7178","Burglary","100  Comstock Pl","9/11/2015",100,"COMSTOCK PL","100  COMSTOCK PL ",-76.130724523208,43.0463099791808
"7179","Burglary","1100  Salt Springs Rd","9/11/2015",1100,"SALT SPRINGS RD","1100  SALT SPRINGS RD ",-76.0962009961283,43.0474259775715
"7180","Burglary","100  Polk St","9/11/2015",100,"POLK ST","100  POLK ST ",-76.0941490530953,43.053572770523
"7181","Burglary","100  Remington Av","9/11/2015",100,"REMINGTON AVE","100  REMINGTON AV ",-76.1332463586678,43.0185527267954
"7182","Burglary","100  Martin Luther King  W","9/11/2015",100,"MARTIN LUTHER KING W","100  MARTIN LUTHER KING  W ",-76.1488467387721,43.0330311335183
"7183","Larceny","800  Erie Blvd W","9/11/2015",800,"ERIE BLVD W","800  ERIE BLVD W ",-76.170821998202,43.0480968845338
"7184","Larceny","600  S Salina St","9/11/2015",600,"S SALINA ST","600  S SALINA ST ",-76.1515370003899,43.0427677089425
"7185","Larceny","0  Destiny Usa Dr","9/11/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7186","Larceny","0  Destiny Usa Dr","9/11/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7187","Larceny","0  Destiny Usa Dr","9/11/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7188","Larceny","600  Butternut St","9/11/2015",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"7189","Larceny","200  Thurber St","9/11/2015",200,"THURBER ST","200  THURBER ST ",-76.1358144736171,43.0180367993786
"7190","Larceny","1400  Midland Av","9/11/2015",1400,"MIDLAND AVE","1400  MIDLAND AV ",-76.1513411635968,43.0254695328532
"7191","Larceny","2400  James St","9/11/2015",2400,"JAMES ST","2400  JAMES ST ",-76.1127510756098,43.0685482101259
"7193","Larceny","200  James St","9/11/2015",200,"JAMES ST","200  JAMES ST ",-76.1507519276738,43.0512840249408
"7194","Larceny","900  James St","9/11/2015",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"7195","Larceny","100  Van Rensselaer St","9/11/2015",100,"VAN RENSSELAER ST","100  VAN RENSSELAER ST ",-76.1662629694531,43.0486967988073
"7196","Larceny","100  Cook Av","9/11/2015",100,"COOK AVE","100  COOK AV ",-76.1189755541209,43.0668376368798
"7197","Larceny","300  Summit Av","9/11/2015",300,"SUMMIT AVE","300  SUMMIT AV ",-76.1660706170762,43.0303972423477
"7198","Larceny","700  N Salina St","9/11/2015",700,"N SALINA ST","700  N SALINA ST ",-76.1531172152779,43.0605184759536
"7199","Larceny","200  W Genesee St","9/11/2015",200,"W GENESEE ST","200  W GENESEE ST ",-76.1535093843763,43.0512731398937
"7200","Larceny","100  Ashdale Av","9/11/2015",100,"ASHDALE AVE","100  ASHDALE AV ",-76.1084765368222,43.0687510817492
"7201","Larceny","800  Lancaster Av","9/11/2015",800,"LANCASTER AVE","800  LANCASTER AV ",-76.1231585054153,43.0366021296801
"7202","Robbery","700  W Brighton Av","9/11/2015",700,"W BRIGHTON AVE","700  W BRIGHTON AV ",-76.1579515946571,43.0190797690127
"7203","Vehicle theft","800  South Av","9/11/2015",800,"SOUTH AVE","800  SOUTH AV ",-76.1586180412554,43.0304585522443
"7204","Aggravated assault","200  Essex St","9/10/2015",200,"ESSEX ST","200  ESSEX ST ",-76.1947692346768,43.0560264119297
"7206","Aggravated assault","400  Smith St","9/10/2015",400,"SMITH ST","400  SMITH ST ",-76.0907646077541,43.0537520547543
"7207","Burglary","100  Walton St","9/10/2015",100,"WALTON ST","100  WALTON ST ",-76.1535643239366,43.0479560146026
"7208","Burglary","300  Wolf St","9/10/2015",300,"WOLF ST","300  WOLF ST ",-76.1643906470494,43.0710091992044
"7209","Burglary","200  Herald Pl","9/10/2015",200,"HERALD PL","200  HERALD PL ",-76.1534824732261,43.0533332409567
"7210","Larceny","200  Putnam St","9/10/2015",200,"PUTNAM ST","200  PUTNAM ST ",-76.1697771993639,43.0354271635192
"7211","Larceny","1000  S Salina St","9/10/2015",1000,"S SALINA ST","1000  S SALINA ST ",-76.1498408819002,43.0378929198195
"7212","Larceny","0  Destiny Usa Dr","9/10/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7213","Larceny","700  First North St","9/10/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"7214","Larceny","700  Milton Av","9/10/2015",700,"MILTON AVE","700  MILTON AV ",-76.1900345816215,43.0528843132973
"7215","Larceny","200  Buckingham Av","9/10/2015",200,"BUCKINGHAM AVE","200  BUCKINGHAM AV ",-76.1213632561526,43.032202820928
"7218","Larceny","100  S Clinton St","9/10/2015",100,"S CLINTON ST","100  S CLINTON ST ",-76.1535425232873,43.0505451121208
"7219","Larceny","0  Destiny Usa Dr","9/10/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7220","Larceny","800  E Genesee St","9/10/2015",800,"E GENESEE ST","800  E GENESEE ST ",-76.14002875167,43.0469606610726
"7222","Aggravated assault","200  Merriman Av","9/9/2015",200,"MERRIMAN AVE","200  MERRIMAN AV ",-76.1638107813636,43.040401836241
"7223","Aggravated assault","900  S Geddes St","9/9/2015",900,"S GEDDES ST","900  S GEDDES ST ",-76.1727455686598,43.0391098819436
"7224","Burglary","300  N Beech St","9/9/2015",300,"N BEECH ST","300  N BEECH ST ",-76.1275290479963,43.0527386321519
"7225","Burglary","1400  W Genesee St","9/9/2015",1400,"W GENESEE ST","1400  W GENESEE ST ",-76.1802342386086,43.0525048707562
"7226","Larceny","3600  Midland Av","9/9/2015",3600,"MIDLAND AVE","3600  MIDLAND AV ",-76.1472564185492,43.0054249354972
"7227","Larceny","200  Pacific Av","9/9/2015",200,"PACIFIC AVE","200  PACIFIC AV ",-76.1501507466975,43.0086968530134
"7228","Larceny","900  N Salina St","9/9/2015",900,"N SALINA ST","900  N SALINA ST ",-76.1550479467754,43.0629554048407
"7229","Larceny","0  Destiny Usa Dr","9/9/2015",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"7230","Larceny","700  First North St","9/9/2015",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"7231","Larceny","600  Butternut St","9/9/2015",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"7232","Larceny","700  N Salina St","9/9/2015",700,"N SALINA ST","700  N SALINA ST ",-76.1531172152779,43.0605184759536
"7233","Larceny","300  Roosevelt Av","9/9/2015",300,"ROOSEVELT AVE","300  ROOSEVELT AV ",-76.1174457287312,43.0336361014765
"7234","Larceny","400  Buckingham Av","9/9/2015",400,"BUCKINGHAM AVE","400  BUCKINGHAM AV ",-76.1208440389256,43.0278419725862
"7235","Larceny","900  Glenwood Av","9/9/2015",900,"GLENWOOD AVE","900  GLENWOOD AV ",-76.1739195035085,43.0194153986465
"7236","Larceny","500  Woodbine Av","9/9/2015",500,"WOODBINE AVE","500  WOODBINE AV ",-76.1091969765945,43.0589515170805
"7237","Larceny","700  N Salina St","9/9/2015",700,"N SALINA ST","700  N SALINA ST ",-76.1531172152779,43.0605184759536
"7238","Robbery","200  N Salina St","9/9/2015",200,"N SALINA ST","200  N SALINA ST ",-76.1521477014924,43.0523588704395
"7239","Burglary","200  Sedgwick St","9/8/2015",200,"SEDGWICK ST","200  SEDGWICK ST ",-76.1293071952654,43.0597529728646
"7240","Burglary","1400  E Genesee St","9/8/2015",1400,"E GENESEE ST","1400  E GENESEE ST ",-76.1298052312958,43.0469678671311
"7241","Burglary","100  Woodbine Av","9/8/2015",100,"WOODBINE AVE","100  WOODBINE AV ",-76.1100547286967,43.0686776374293
"7242","Burglary","100  South Av","9/8/2015",100,"SOUTH AVE","100  SOUTH AV ",-76.1591617426746,43.0393032205752
"7244","Larceny","300  E Jefferson St","9/8/2015",300,"E JEFFERSON ST","300  E JEFFERSON ST ",-76.1487621501191,43.0470306656881
"7245","Larceny","1200  Willis Av","9/8/2015",1200,"WILLIS AVE","1200  WILLIS AV ",-76.1967498599363,43.0588393950705
"7246","Larceny","800  Park Av","9/8/2015",800,"PARK AVE","800  PARK AV ",-76.173832310556,43.0520637290369
"7247","Larceny","700  S Salina St","9/8/2015",700,"S SALINA ST","700  S SALINA ST ",-76.1506975498698,43.0406911611055
"7248","Larceny","600  W Genesee St","9/8/2015",600,"W GENESEE ST","600  W GENESEE ST ",-76.1600498775123,43.0533968892756
"7249","Larceny","200  Putnam St","9/8/2015",200,"PUTNAM ST","200  PUTNAM ST ",-76.1697771993639,43.0354271635192
